Validation_MAE,Validation_MAPE
25059.177734375,0.034540630877017975
33762.58984375,0.04478856176137924
4552.0771484375,0.014332601800560951
26735.3125,0.03417487442493439
16343.6943359375,0.03260897099971771
17436.9453125,0.03479137271642685
17687.376953125,0.02624998241662979
21845.287109375,0.03521670028567314
17515.10546875,0.02722799777984619
25098.30859375,0.03655107319355011
33642.921875,0.04317517578601837
41004.14453125,0.05123294144868851
87930.296875,0.07026839256286621
242775.046875,0.0889519676566124
937051.875,0.2528762221336365
18189.791015625,0.02446707710623741
72751.890625,0.07259121537208557
104538.3125,0.07617266476154327
58380.9609375,0.060934387147426605
54468.54296875,0.05289272964000702
33010.078125,0.04537391662597656
24551.18359375,0.02681545726954937
22290.23828125,0.03367503359913826
283827.84375,0.12300964444875717
508404.3125,0.1668655127286911
7720.76513671875,0.018297847360372543
13736.6552734375,0.026133030652999878
7017.3896484375,0.020099690183997154
73869.984375,0.07250423729419708
8349.033203125,0.023399487137794495
29839.21875,0.04658801108598709
19847.31640625,0.03877867013216019
11840.638671875,0.029236238449811935
20319.46484375,0.03299342468380928
60446.4375,0.06631680577993393
157176.5,0.08894409239292145
99006.3984375,0.06702647358179092
15945.001953125,0.032978251576423645
12492.0146484375,0.028326934203505516
71422.25,0.07505100965499878
45930.43359375,0.05863529071211815
41365.04296875,0.055394791066646576
33762.5390625,0.0400354340672493
342570.53125,0.15748360753059387
47194.98046875,0.05159668251872063
26621.576171875,0.03966618329286575
15010.93359375,0.03407329320907593
21334.14453125,0.03893604129552841
27982.94921875,0.04588219150900841
36720.765625,0.04638298600912094
11278.4404296875,0.024706929922103882
132725.96875,0.082117460668087
4259.576171875,0.015034906566143036
15961.30078125,0.026632796972990036
32118.546875,0.04843313992023468
17383.16015625,0.033254578709602356
129264.9609375,0.09309118241071701
7615.05029296875,0.01916513964533806
58740.83984375,0.054099734872579575
10146.408203125,0.02163911983370781
23177.3125,0.03686170279979706
33166.6875,0.050862520933151245
64128.9375,0.06891483813524246
109649.046875,0.0856667086482048
28084.47265625,0.0398150309920311
14067.650390625,0.03122396394610405
13060.0703125,0.034298792481422424
67487.828125,0.08246907591819763
48958.9765625,0.06401380896568298
19195.4921875,0.03077106922864914
9193.1611328125,0.022920988500118256
26949.43359375,0.04544485732913017
27402.427734375,0.048442479223012924
93744.0859375,0.09249773621559143
25809.091796875,0.04287330433726311
37541.9921875,0.0572844073176384
13826.1044921875,0.03392663225531578
42281.3515625,0.05079387128353119
12881.498046875,0.02853100560605526
16529.0078125,0.028869634494185448
9699.140625,0.02923823706805706
38122.03125,0.05721745640039444
55520.8046875,0.07527553290128708
113582.96875,0.09788953512907028
4500.646484375,0.019184283912181854
4405.5078125,0.018174218013882637
50746.01171875,0.06631681323051453
24874.919921875,0.044099848717451096
46629.38671875,0.06500381231307983
90614.515625,0.0953814834356308
44667.37109375,0.07158704102039337
53731.53125,0.0686749666929245
26544.71875,0.045792944729328156
12229.18359375,0.033551134169101715
19686.28125,0.039639201015233994
23210.98046875,0.047837406396865845
19923.5703125,0.04792669042944908
15572.673828125,0.038077764213085175
71519.4765625,0.08516933768987656
11999.18359375,0.03524647280573845
20547.30078125,0.04171198606491089
6863.4443359375,0.02614949457347393
20683.1484375,0.04934822767972946
25232.484375,0.04751883074641228
24250.16796875,0.04718002676963806
19013.640625,0.03867262601852417
21870.46875,0.046462010592222214
28530.70703125,0.048779379576444626
22502.583984375,0.04265221580862999
66815.765625,0.08138203620910645
53066.1328125,0.0704072117805481
28234.49609375,0.047398895025253296
31004.984375,0.054161857813596725
38554.8125,0.05543658137321472
9894.77734375,0.028283242136240005
4089.6552734375,0.01628267578780651
38621.78125,0.058397769927978516
44017.21484375,0.062427081167697906
8330.501953125,0.02904444932937622
8935.4931640625,0.028322702273726463
14694.09375,0.036521825939416885
8240.69140625,0.028521589934825897
15881.451171875,0.03511389344930649
39073.4609375,0.059398353099823
