Train_MAE,Train_MAPE
5949.7392578125,0.0185376089066267
8119.34326171875,0.020719388499855995
5165.109375,0.016843467950820923
11622.19921875,0.02499869465827942
6581.5390625,0.0188828706741333
46409.8359375,0.05888790264725685
12748.46484375,0.026913337409496307
13521.1630859375,0.027501879259943962
27564.57421875,0.03891610726714134
33961.234375,0.04511847347021103
29720.8671875,0.0442289263010025
55244.91015625,0.05935084819793701
35224.09765625,0.040826961398124695
19863.30078125,0.03321937099099159
190883.109375,0.10000746697187424
61103.40234375,0.05449613556265831
28463.15625,0.0363534539937973
17313.240234375,0.029593897983431816
21831.01953125,0.03092113882303238
79242.796875,0.06607658416032791
19695.583984375,0.029017921537160873
16522.412109375,0.028817517682909966
15204.6689453125,0.02875896729528904
40535.5546875,0.047347571700811386
209730.21875,0.10461416095495224
54130.30078125,0.061388999223709106
87852.1328125,0.06206592172384262
39026.76953125,0.04489661008119583
104834.0390625,0.06903679668903351
43549.2734375,0.04581492021679878
13490.318359375,0.025341317057609558
12619.6845703125,0.024174517020583153
25422.583984375,0.03889305144548416
21855.9296875,0.036640942096710205
15548.5947265625,0.03184666112065315
13455.521484375,0.028024181723594666
33172.7578125,0.04417873173952103
8936.4375,0.02168160118162632
53084.25,0.052457742393016815
172204.875,0.10005922615528107
205512.0,0.11279705166816711
43901.2890625,0.048616960644721985
16516.03515625,0.028818819671869278
87226.609375,0.07178521156311035
10349.140625,0.025114137679338455
12952.6884765625,0.02739974670112133
48094.5859375,0.05638432130217552
40148.11328125,0.048468854278326035
7752.037109375,0.020052535459399223
22942.2421875,0.035237520933151245
33241.66796875,0.05237200856208801
34335.5,0.0436277836561203
4280.93603515625,0.015592219308018684
24508.05859375,0.03682071715593338
67287.3359375,0.07356603443622589
13517.3671875,0.026734819635748863
192946.4375,0.10628561675548553
14523.1796875,0.028786269947886467
8135.732421875,0.020667530596256256
13870.423828125,0.02915562503039837
70999.3515625,0.07176275551319122
73209.9453125,0.06474504619836807
59788.12109375,0.054099634289741516
162850.40625,0.10212508589029312
9030.0634765625,0.022239182144403458
30196.67578125,0.04242224618792534
18424.685546875,0.03442520275712013
33850.765625,0.045333147048950195
250819.953125,0.153710275888443
31875.63671875,0.05159695819020271
24739.01171875,0.04643097519874573
15481.294921875,0.032602664083242416
32924.015625,0.04478577524423599
50034.90234375,0.06131378933787346
9889.7724609375,0.025656303390860558
35861.01953125,0.05825766921043396
17879.46484375,0.03788353502750397
18187.08203125,0.03589751943945885
11469.1923828125,0.027212971821427345
7303.69775390625,0.02220398373901844
6816.568359375,0.021715912967920303
30581.455078125,0.04446161165833473
65670.8828125,0.07532956451177597
129834.0625,0.10354024916887283
9876.0927734375,0.02723117358982563
10308.7626953125,0.028353167697787285
18966.9765625,0.03755517676472664
30288.908203125,0.050290610641241074
25923.56640625,0.04850061237812042
216158.734375,0.15191558003425598
66171.734375,0.07241353392601013
28443.505859375,0.047356605529785156
54233.203125,0.07391133159399033
23687.6953125,0.04677271842956543
5788.32177734375,0.022219758480787277
26714.814453125,0.04885333776473999
14958.716796875,0.03370107710361481
34277.828125,0.051377054303884506
19671.728515625,0.04132447764277458
17367.517578125,0.03858247026801109
21845.38671875,0.04210435226559639
7416.51416015625,0.025313233956694603
20584.78515625,0.04712894558906555
43857.09765625,0.06454716622829437
22428.01953125,0.046608325093984604
16544.685546875,0.040320515632629395
22284.232421875,0.04550062119960785
23571.337890625,0.05121414735913277
8826.962890625,0.027629679068922997
21018.51171875,0.047599270939826965
43455.265625,0.06654928624629974
33756.31640625,0.05569625645875931
21179.490234375,0.04040137678384781
18795.93359375,0.03871280699968338
16099.6630859375,0.03261255845427513
44126.76953125,0.05984116718173027
22244.177734375,0.05050046741962433
22335.09765625,0.04403350502252579
8897.994140625,0.028068486601114273
6614.18310546875,0.02317391149699688
13216.3427734375,0.03344573453068733
8676.7998046875,0.02579144760966301
17221.349609375,0.04053633660078049
14449.384765625,0.03856879845261574
44783.27734375,0.06588437408208847
24237.828125,0.05100154131650925
7142.45947265625,0.02412252128124237
21202.83203125,0.04257405921816826
15241.580078125,0.036619652062654495
15553.552734375,0.034519512206315994
10460.87890625,0.03135976195335388
47516.44140625,0.06515593081712723
54688.3828125,0.07004529237747192
11570.021484375,0.03052401915192604
19918.69921875,0.03719515725970268
75512.5703125,0.0719430148601532
49578.15234375,0.05498404800891876
85457.2421875,0.08252598345279694
55857.6640625,0.07135772705078125
43917.73046875,0.05321720987558365
31275.19140625,0.04227043688297272
85304.09375,0.08822748064994812
57259.6953125,0.06946766376495361
8594.873046875,0.027795089408755302
6793.1064453125,0.021944163367152214
75153.484375,0.08330389112234116
10017.9365234375,0.02908467687666416
12636.1962890625,0.032359324395656586
38485.20703125,0.05580525100231171
14673.9638671875,0.03200133517384529
13379.9345703125,0.03149029612541199
13546.3798828125,0.031682807952165604
23522.572265625,0.04653605818748474
63324.22265625,0.06591246277093887
63349.44921875,0.06400962173938751
62568.83203125,0.06570099294185638
51732.3125,0.05962526053190231
62825.26953125,0.07284574210643768
25310.052734375,0.04529908671975136
50802.24609375,0.06484630703926086
9295.66796875,0.024093685671687126
29935.373046875,0.04856935888528824
9592.533203125,0.026900988072156906
9574.3828125,0.02404864877462387
39572.11328125,0.05956270173192024
47236.66796875,0.059248507022857666
51825.51171875,0.06994347274303436
86669.1171875,0.07495266199111938
34490.72265625,0.04667987301945686
9180.181640625,0.023209361359477043
31290.69921875,0.039726197719573975
13630.3291015625,0.028374457731842995
16451.939453125,0.030961869284510612
98171.90625,0.08671048283576965
50168.46875,0.05367972329258919
37961.0859375,0.04136486351490021
20683.724609375,0.033338502049446106
12465.25,0.023345844820141792
14477.60546875,0.024944115430116653
34401.7421875,0.03936443850398064
11807.0966796875,0.019999219104647636
51280.5703125,0.04629997909069061
23714.525390625,0.032866571098566055
8733.0947265625,0.01814110577106476
25876.978515625,0.0356932170689106
33840.76171875,0.03571196645498276
42791.44140625,0.040166787803173065
237622.203125,0.10727690160274506
33304.671875,0.03606315702199936
17912.591796875,0.028211399912834167
47699.23046875,0.0416187159717083
18817.6484375,0.029216181486845016
88940.75,0.05818603187799454
34562.5859375,0.035386208444833755
78011.4375,0.05389426276087761
55588.58203125,0.04345005005598068
39164.2265625,0.03661716729402542
93920.203125,0.0688847154378891
132770.390625,0.06631526350975037
104865.96875,0.0599699430167675
37631.17578125,0.04045636206865311
44838.33203125,0.050452303141355515
15249.15625,0.024840503931045532
21345.01171875,0.032802727073431015
19902.857421875,0.029369933530688286
14765.7353515625,0.023641038686037064
26440.94921875,0.02961493842303753
11197.8994140625,0.020783215761184692
104422.7265625,0.07220454514026642
19541.41796875,0.025661565363407135
27901.12890625,0.03245547041296959
25429.10546875,0.03302449360489845
50157.9375,0.04687682166695595
17925.248046875,0.02583569474518299
63270.8203125,0.0637807548046112
1170411.125,0.288822203874588
55415.5078125,0.04825014993548393
71273.5546875,0.06125706061720848
42091.85546875,0.044314488768577576
12027.02734375,0.025330180302262306
20725.13671875,0.034451257437467575
26002.951171875,0.038825441151857376
11967.322265625,0.02477440796792507
35177.29296875,0.04214371368288994
17501.2421875,0.02952008694410324
91650.8125,0.07644619047641754
15449.3154296875,0.02494719810783863
16180.4794921875,0.024503285065293312
29392.203125,0.034573860466480255
61593.890625,0.0567135214805603
17175.224609375,0.027126191183924675
17642.875,0.030333902686834335
76572.6328125,0.06515864282846451
213970.828125,0.09312526136636734
57903.9296875,0.06143176555633545
22079.4140625,0.036696381866931915
237473.671875,0.12916074693202972
92985.25,0.07597625255584717
11178.0283203125,0.027410445734858513
9083.90625,0.023621659725904465
18749.455078125,0.034879762679338455
58805.3671875,0.06152051314711571
