Testing_MAE,Testing_MAPE
169.4758758544922,0.05522004887461662
209.56884765625,0.0684833824634552
190.56625366210938,0.06650960445404053
164.14132690429688,0.058608897030353546
217.9982147216797,0.06846936047077179
138.0138702392578,0.04460034519433975
161.4852752685547,0.05066583305597305
242.96786499023438,0.0756290853023529
203.57003784179688,0.06170421466231346
191.7640380859375,0.07183487713336945
120.23333740234375,0.046365976333618164
233.1018524169922,0.08082642406225204
123.58695983886719,0.038018371909856796
127.20648193359375,0.04210084304213524
113.09817504882812,0.03572705388069153
182.67111206054688,0.05803802236914635
178.9302978515625,0.052144091576337814
90.505615234375,0.027391625568270683
238.016845703125,0.07337089627981186
160.67843627929688,0.046246301382780075
122.41158294677734,0.03430362790822983
113.3757553100586,0.03324761986732483
119.33181762695312,0.03773543983697891
270.9468688964844,0.09363724291324615
192.56982421875,0.0704563707113266
240.3577117919922,0.08033578097820282
172.8916473388672,0.056247636675834656
163.37632751464844,0.05184939131140709
145.05645751953125,0.04514433443546295
146.1754150390625,0.044983189553022385
150.80311584472656,0.04958272725343704
137.2720947265625,0.04720233380794525
150.18545532226562,0.04988015815615654
125.16574096679688,0.04133608192205429
109.5774154663086,0.03581083565950394
117.35215759277344,0.03735049068927765
96.47122192382812,0.030579261481761932
131.5499725341797,0.04541024565696716
116.2618408203125,0.03815056383609772
156.5096435546875,0.04910772293806076
148.92819213867188,0.04827561229467392
137.5453643798828,0.046345002949237823
192.86090087890625,0.061696454882621765
235.54794311523438,0.07137776166200638
135.3897247314453,0.039484016597270966
85.69088745117188,0.02810797467827797
85.96440124511719,0.028852567076683044
135.43858337402344,0.04236271604895592
129.85296630859375,0.040464140474796295
144.77874755859375,0.04625817388296127
168.20654296875,0.0510813444852829
97.10539245605469,0.0325264111161232
75.29207611083984,0.026711687445640564
141.25173950195312,0.04965084046125412
127.67567443847656,0.045404575765132904
131.2341766357422,0.04592590779066086
161.80511474609375,0.05685606598854065
166.09335327148438,0.05472133681178093
104.14094543457031,0.03449014201760292
102.81513977050781,0.03394583612680435
99.74858093261719,0.03248085454106331
111.16960906982422,0.04021751880645752
154.42202758789062,0.05799311399459839
161.67535400390625,0.05924396216869354
104.29753875732422,0.03453277051448822
98.93589782714844,0.03608519956469536
91.11058044433594,0.03340354561805725
106.74087524414062,0.03976891189813614
95.19061279296875,0.035148486495018005
112.42445373535156,0.040257781744003296
118.84746551513672,0.04020993411540985
96.30999755859375,0.03196631371974945
114.63282775878906,0.04655857011675835
82.61348724365234,0.031523533165454865
107.49462127685547,0.035092663019895554
60.92711639404297,0.01983572170138359
80.74190521240234,0.02771724760532379
105.10023498535156,0.03532399609684944
82.73390197753906,0.029062500223517418
86.48320770263672,0.03405574709177017
176.3662567138672,0.06075435131788254
108.86259460449219,0.03375937044620514
87.64293670654297,0.02905195951461792
101.43090057373047,0.032596372067928314
127.78439331054688,0.04374731704592705
157.5052032470703,0.0548061728477478
147.2952880859375,0.055732548236846924
103.39161682128906,0.03742213547229767
68.4970932006836,0.02356342040002346
127.17879486083984,0.04107480123639107
199.94029235839844,0.06531127542257309
86.46944427490234,0.029063895344734192
124.6419677734375,0.04589758440852165
78.68325805664062,0.030751867219805717
80.37400817871094,0.033032096922397614
140.3669891357422,0.050910841673612595
137.40623474121094,0.049615278840065
79.9069595336914,0.03011607937514782
109.8286361694336,0.03904537856578827
175.04501342773438,0.05812744051218033
89.1649398803711,0.033015236258506775
91.80877685546875,0.036175332963466644
152.4193115234375,0.05754765123128891
115.7707748413086,0.04149666428565979
121.0804443359375,0.042525701224803925
229.71719360351562,0.07303518056869507
221.380859375,0.07172746956348419
111.84014129638672,0.03908518701791763
140.87481689453125,0.05349048599600792
89.72942352294922,0.03350570797920227
107.50286102294922,0.03622814267873764
156.52218627929688,0.04984700679779053
103.49958801269531,0.03346629440784454
59.74338912963867,0.020605837926268578
115.07257080078125,0.04528322070837021
135.50526428222656,0.05468554422259331
47.640892028808594,0.016653772443532944
179.7443084716797,0.060865215957164764
115.54576110839844,0.04148438572883606
86.33047485351562,0.02954775094985962
103.21685791015625,0.03683524206280708
193.4375457763672,0.07730914652347565
211.1097869873047,0.08783029019832611
249.05349731445312,0.09033960103988647
243.55319213867188,0.08699950575828552
120.29310607910156,0.04452725499868393
193.0750732421875,0.0670086145401001
145.3333282470703,0.05203210934996605
134.99740600585938,0.04879138991236687
163.09896850585938,0.061752524226903915
124.17772674560547,0.046528689563274384
182.95315551757812,0.06304247677326202
147.02748107910156,0.05160471051931381
135.31015014648438,0.048442017287015915
177.19296264648438,0.06244022399187088
246.774658203125,0.08622308820486069
113.88436889648438,0.04860101640224457
90.88520812988281,0.03747059404850006
211.9622039794922,0.0765107274055481
193.328369140625,0.06999652832746506
128.06202697753906,0.04790114611387253
180.71600341796875,0.06358815729618073
101.1208724975586,0.03710632026195526
167.942138671875,0.07143770158290863
191.96127319335938,0.07454850524663925
144.0936737060547,0.05176166817545891
94.76116180419922,0.03159143030643463
91.56697082519531,0.032403431832790375
97.29988861083984,0.03130996227264404
135.31182861328125,0.04338143765926361
185.1738739013672,0.0690530464053154
77.83026123046875,0.03228599578142166
110.8104476928711,0.04125051200389862
122.02537536621094,0.041173335164785385
79.91639709472656,0.023459656164050102
86.46688079833984,0.025954853743314743
109.56807708740234,0.033697109669446945
204.6477508544922,0.07055987417697906
127.67675018310547,0.04446198791265488
116.93020629882812,0.03665465861558914
126.64126586914062,0.036185406148433685
183.7853240966797,0.055973540991544724
120.45439147949219,0.03373780846595764
171.7064208984375,0.05572449415922165
119.95437622070312,0.051099445670843124
97.41674041748047,0.03683490306138992
112.53880310058594,0.03860735148191452
143.38064575195312,0.04697905108332634
237.49462890625,0.07399727404117584
199.93988037109375,0.06073050945997238
130.11660766601562,0.03570733964443207
162.2434539794922,0.04296161234378815
183.77780151367188,0.044227149337530136
256.980224609375,0.06236312910914421
190.68096923828125,0.049580615013837814
139.20347595214844,0.03529836982488632
99.50072479248047,0.025708597153425217
100.41770935058594,0.028452783823013306
239.8894500732422,0.07603883743286133
161.70550537109375,0.04617159813642502
134.072265625,0.0412856861948967
172.77127075195312,0.05247291177511215
195.87063598632812,0.054584961384534836
388.2742614746094,0.08878175914287567
111.50252532958984,0.03211289644241333
125.96154022216797,0.03583366051316261
177.91244506835938,0.04055404290556908
142.49981689453125,0.0405365414917469
