Training_MSE,Training_MAPE
27895.3671875,0.039557330310344696
39790.69140625,0.04768850654363632
73157.171875,0.07600029557943344
91717.578125,0.08705034106969833
21679.845703125,0.03330383449792862
26208.279296875,0.036857932806015015
20075.5,0.02935050055384636
27177.388671875,0.03706270083785057
22550.4765625,0.031185515224933624
39247.671875,0.05439472943544388
53116.98046875,0.07072213292121887
26539.94140625,0.049120184034109116
30273.07421875,0.04724607989192009
15989.4990234375,0.030292866751551628
31569.203125,0.04084010422229767
39519.734375,0.056576214730739594
42747.69140625,0.06000642105937004
43605.23828125,0.05650012940168381
43491.8671875,0.061127714812755585
10646.556640625,0.029501181095838547
18535.931640625,0.0372699573636055
56802.52734375,0.0656622126698494
49254.515625,0.06344432383775711
36193.484375,0.054044079035520554
30926.826171875,0.04877781122922897
42741.65234375,0.06319346278905869
25686.5078125,0.049615468829870224
13731.736328125,0.031134366989135742
21020.759765625,0.035860106348991394
38681.390625,0.04677417129278183
15176.69140625,0.026698363944888115
39757.61328125,0.05366632342338562
41845.51953125,0.05494382977485657
13559.6640625,0.031343307346105576
26231.21484375,0.045207537710666656
31410.958984375,0.05205261707305908
50412.1953125,0.06167677789926529
20064.357421875,0.031205421313643456
25640.427734375,0.04458966851234436
7921.669921875,0.016928045079112053
9385.31640625,0.020616982132196426
15477.158203125,0.03189988434314728
18192.279296875,0.03244616836309433
35513.47265625,0.04538138210773468
19779.044921875,0.03761577233672142
38931.42578125,0.054698310792446136
26974.85546875,0.04343705624341965
7910.755859375,0.020996255800127983
17590.798828125,0.040676116943359375
19638.921875,0.04472959786653519
10571.75,0.027442216873168945
8570.74609375,0.02039414644241333
11064.7958984375,0.029768086969852448
13574.8779296875,0.0389280691742897
16724.939453125,0.04103970527648926
7565.0126953125,0.029853228479623795
19562.6640625,0.0379987433552742
30401.0703125,0.0535200759768486
15570.9638671875,0.039718177169561386
29800.22265625,0.050509013235569
7656.1337890625,0.021887294948101044
11377.2060546875,0.02450186014175415
5855.361328125,0.01530865766108036
7646.49169921875,0.021946262568235397
33729.8359375,0.05385331064462662
23128.6796875,0.04485870897769928
30771.0234375,0.057123880833387375
43901.54296875,0.06463674455881119
10661.8466796875,0.024461213499307632
8780.5224609375,0.02235323190689087
18099.056640625,0.030632775276899338
40880.07421875,0.045643605291843414
9964.517578125,0.02269468456506729
15396.0107421875,0.030881179496645927
35055.23828125,0.051295652985572815
37902.2421875,0.054847352206707
14496.470703125,0.034341368824243546
15662.8828125,0.03462739661335945
28498.640625,0.05125473439693451
50018.5625,0.06523533165454865
12969.4404296875,0.023729626089334488
35061.546875,0.047561030834913254
29276.04296875,0.050881221890449524
16466.07421875,0.032844774425029755
31278.44921875,0.046695124357938766
11926.86328125,0.02753777801990509
9174.642578125,0.024935122579336166
29637.21484375,0.05004057288169861
20575.72265625,0.03898879140615463
14011.4169921875,0.032017484307289124
14190.0859375,0.03227825462818146
69559.03125,0.08859722316265106
50572.10546875,0.07302354276180267
8373.134765625,0.02182306908071041
49157.8984375,0.06505636870861053
34432.12890625,0.05021294206380844
12971.6953125,0.03647449240088463
9647.01171875,0.030129117891192436
15704.1982421875,0.03874301165342331
5014.05078125,0.021126728504896164
10164.501953125,0.025415033102035522
2734.875,0.016839543357491493
19084.630859375,0.041474223136901855
16515.41796875,0.03878938779234886
15421.56640625,0.03869923576712608
10667.9033203125,0.03024394065141678
9573.8662109375,0.026623282581567764
3820.282958984375,0.017768386751413345
11988.0703125,0.030490275472402573
15129.109375,0.037628717720508575
6553.2734375,0.024175023660063744
3778.11181640625,0.02017020434141159
20696.287109375,0.04249342903494835
10731.3212890625,0.03196095675230026
24304.63671875,0.050245922058820724
5641.53125,0.022787554189562798
6640.4267578125,0.022635554894804955
6869.8857421875,0.02142222970724106
12199.4013671875,0.03441259264945984
13030.6787109375,0.031785689294338226
19476.3359375,0.04205494374036789
7828.140625,0.024871043860912323
11637.447265625,0.031435661017894745
20616.83984375,0.04498565196990967
6491.2529296875,0.02410399168729782
5255.2470703125,0.025519145652651787
14221.4560546875,0.03391657769680023
10335.6123046875,0.026314569637179375
13583.86328125,0.03690280020236969
12329.029296875,0.0350378192961216
13879.3076171875,0.039543263614177704
28103.89453125,0.05540287494659424
10012.49609375,0.02816121280193329
24030.31640625,0.05080319941043854
8038.44873046875,0.024734336882829666
12146.634765625,0.027281690388917923
43856.3046875,0.04119092971086502
18957.69140625,0.02763979882001877
21920.51171875,0.034008339047431946
21876.9296875,0.05289406701922417
49166.203125,0.076856330037117
24117.107421875,0.042455147951841354
8392.96875,0.031183822080492973
24033.69140625,0.0500456802546978
28443.30078125,0.05520672723650932
3156.3251953125,0.015473151579499245
4314.20654296875,0.021735146641731262
32809.234375,0.048866741359233856
11663.638671875,0.029178103432059288
28317.310546875,0.05653984472155571
17765.4609375,0.04301796853542328
5206.02685546875,0.016199517995119095
7700.49951171875,0.02762402407824993
13515.75390625,0.03458612784743309
40365.1484375,0.06715468317270279
21835.9375,0.046403612941503525
14414.75390625,0.039855726063251495
12617.4599609375,0.035568635910749435
12905.419921875,0.0340707004070282
8724.0078125,0.02735217474400997
13254.4091796875,0.025945639237761497
49732.8828125,0.04826614260673523
54333.41796875,0.05057336017489433
17294.009765625,0.023531418293714523
32018.640625,0.05071265995502472
23391.3203125,0.04744620621204376
37166.921875,0.0620863251388073
35563.24609375,0.0551733672618866
37463.8984375,0.044914837926626205
56075.8359375,0.05737762153148651
15803.666015625,0.027858711779117584
18159.3046875,0.03339211642742157
49714.546875,0.05610647425055504
31865.435546875,0.043351344764232635
18554.3046875,0.02723982185125351
14770.0390625,0.031136101111769676
15682.970703125,0.033525772392749786
18890.58984375,0.03779387101531029
8572.427734375,0.021214915439486504
7753.44921875,0.017554521560668945
20311.921875,0.0341356098651886
12062.345703125,0.02768184244632721
22981.35546875,0.02544437162578106
98424.2109375,0.0665624663233757
33499.67578125,0.02972966432571411
20263.453125,0.036308854818344116
25575.21875,0.04588993638753891
32958.53125,0.05235212668776512
13549.0341796875,0.030063195154070854
19502.001953125,0.03610406816005707
56919.5625,0.0447235070168972
66523.1796875,0.05432942509651184
85663.6796875,0.06330319494009018
54540.1015625,0.0664050430059433
67037.4609375,0.0781150758266449
24869.96484375,0.04222942143678665
60599.1796875,0.0576818510890007
112761.484375,0.0761447325348854
111746.7109375,0.07485601305961609
45828.55859375,0.04672215133905411
113443.578125,0.07157589495182037
22667.482421875,0.03341115266084671
24451.904296875,0.0366760790348053
33124.2265625,0.05306701362133026
22202.287109375,0.04760139435529709
29163.640625,0.05357464402914047
12137.365234375,0.028248552232980728
40872.95703125,0.051058024168014526
6373.7236328125,0.016370639204978943
11133.751953125,0.03204914182424545
24225.068359375,0.042864248156547546
28661.06640625,0.041033439338207245
38731.28125,0.047324128448963165
161790.53125,0.10073775053024292
63803.74609375,0.06287886947393417
44136.03125,0.0565040186047554
9722.0322265625,0.021405009552836418
18420.353515625,0.040439870208501816
13702.40234375,0.033082522451877594
13753.923828125,0.029370639473199844
17134.216796875,0.03205622360110283
17361.4609375,0.03261931985616684
56244.62109375,0.063194639980793
36974.375,0.049736138433218
13374.2646484375,0.031261660158634186
25243.28125,0.043206121772527695
23563.044921875,0.04099370166659355
23177.591796875,0.029709305614233017
44113.0390625,0.05482758581638336
18497.435546875,0.03454055264592171
7020.07763671875,0.018802067264914513
38573.42578125,0.05169093608856201
27326.01171875,0.035237181931734085
18348.78515625,0.028681030496954918
32266.296875,0.04909231886267662
14386.748046875,0.0330989845097065
25914.060546875,0.05267593264579773
13126.79296875,0.03522675484418869
26333.62109375,0.052804507315158844
18961.798828125,0.04518437385559082
10849.0732421875,0.031485091894865036
10920.146484375,0.0316370390355587
6223.69921875,0.0202825628221035
9733.818359375,0.03294764831662178
15358.9912109375,0.03807669132947922
76726.078125,0.0690363347530365
42397.5078125,0.05061888322234154
16836.85546875,0.032049521803855896
15298.978515625,0.03647304326295853
15108.9365234375,0.03657323494553566
10439.5830078125,0.032637812197208405
8452.333984375,0.03044605255126953
18437.48828125,0.041354261338710785
11459.177734375,0.03457009792327881
11106.265625,0.027355439960956573
4405.0166015625,0.016147203743457794
9516.8671875,0.021785473451018333
12650.3271484375,0.028028588742017746
10131.404296875,0.028616026043891907
31178.537109375,0.04684392735362053
17577.4765625,0.03593803942203522
7554.67333984375,0.018483323976397514
17441.498046875,0.032456882297992706
28965.685546875,0.04601002484560013
42426.546875,0.04302380606532097
22702.6953125,0.02561960369348526
21812.361328125,0.03134547173976898
83904.4765625,0.06649157404899597
103317.796875,0.08164498209953308
27991.21484375,0.03896292671561241
8072.408203125,0.02405880019068718
17909.2421875,0.044999249279499054
9656.16015625,0.029871216043829918
14770.46875,0.038299381732940674
20262.10546875,0.04600866883993149
16925.09375,0.040971945971250534
19517.109375,0.032197944819927216
16059.978515625,0.03143087029457092
12526.2490234375,0.031344544142484665
5132.689453125,0.019668204709887505
9909.974609375,0.022390369325876236
15956.6328125,0.026636874303221703
7266.74755859375,0.021567275747656822
12645.1748046875,0.029889224097132683
8231.052734375,0.027597010135650635
9815.3125,0.03439754992723465
13414.078125,0.03781736642122269
13075.2109375,0.03317512571811676
15109.013671875,0.032750628888607025
16971.90625,0.037556055933237076
11219.9453125,0.030816879123449326
9973.9248046875,0.02842814289033413
7721.1083984375,0.026949431747198105
6187.74951171875,0.02191968262195587
21560.44140625,0.04449176415801048
13877.830078125,0.032070569694042206
7772.4970703125,0.02545105293393135
12962.0576171875,0.028551392257213593
14255.3701171875,0.03947971761226654
20383.78515625,0.046138517558574677
28239.734375,0.048494067043066025
20917.38671875,0.041413892060518265
5641.31591796875,0.019729970023036003
14188.9052734375,0.03065217286348343
7018.0029296875,0.021025173366069794
14629.74609375,0.02816731110215187
9578.0419921875,0.03267648071050644
28155.30859375,0.05236276239156723
26632.9375,0.04633774980902672
16351.87890625,0.04066586121916771
7173.2900390625,0.023577101528644562
9131.89453125,0.02384062670171261
15236.083984375,0.037391386926174164
5347.16357421875,0.01821025274693966
17628.37890625,0.029734937474131584
24484.7890625,0.04027758911252022
19397.880859375,0.03710285201668739
22154.583984375,0.03626127913594246
11391.0927734375,0.029152071103453636
16777.771484375,0.03960821032524109
28066.974609375,0.043046098202466965
9902.5107421875,0.023675456643104553
44914.46875,0.05830233916640282
35455.578125,0.05273018404841423
50877.35546875,0.07405295968055725
49763.6953125,0.04899751767516136
90131.765625,0.07295583188533783
5810.892578125,0.019807253032922745
13213.693359375,0.04027125984430313
17735.66796875,0.03640463203191757
27985.216796875,0.040665239095687866
29175.37109375,0.048501841723918915
66722.53125,0.0721045434474945
26273.10546875,0.04009896516799927
20019.451171875,0.04003705456852913
17719.8671875,0.035682711750268936
43226.3203125,0.05498814582824707
55088.8671875,0.0672072321176529
81896.140625,0.08766894042491913
19357.33984375,0.033731285482645035
35210.296875,0.047675274312496185
55016.48046875,0.058447159826755524
45988.51171875,0.05124438926577568
50808.203125,0.06231607124209404
39204.89453125,0.0473802387714386
62938.76171875,0.06329619139432907
30453.849609375,0.03389061614871025
42381.875,0.047356944531202316
34424.90625,0.04620099067687988
32897.921875,0.04748920723795891
49746.40234375,0.056116681545972824
50102.91796875,0.05590547248721123
87216.578125,0.09307149052619934
57924.9921875,0.06396619975566864
57313.51171875,0.0634070485830307
49821.734375,0.05611348897218704
22731.1015625,0.04225752875208855
60181.8515625,0.06309490650892258
16631.525390625,0.026280401274561882
13189.33984375,0.02195761911571026
23145.076171875,0.03409269452095032
22195.169921875,0.03416520357131958
58076.453125,0.05686374753713608
10600.0947265625,0.01863832212984562
29459.62109375,0.03417111188173294
18645.2578125,0.02697349712252617
48461.94921875,0.04940209537744522
86760.3125,0.07292364537715912
102812.109375,0.07973741739988327
93431.4609375,0.07420806586742401
58452.8125,0.056113794445991516
68387.3671875,0.06229559704661369
122715.5,0.09855115413665771
88456.8359375,0.0789027214050293
46284.1875,0.06127423793077469
53424.79296875,0.07097285985946655
37253.12890625,0.06463989615440369
28967.0234375,0.0404076986014843
32842.02734375,0.04232802987098694
16979.5625,0.029178624972701073
70960.875,0.0720418393611908
62871.390625,0.06510337442159653
45362.5234375,0.05753324553370476
54112.0234375,0.0700518935918808
37380.8828125,0.057766690850257874
28717.130859375,0.046102773398160934
30120.09375,0.05059508979320526
26829.71484375,0.04753412306308746
41417.83984375,0.050444185733795166
23791.443359375,0.03528594970703125
22809.07421875,0.03954083099961281
38478.53125,0.06701511144638062
18726.5078125,0.04146156460046768
39521.6875,0.05318891629576683
16395.94140625,0.028698228299617767
16101.603515625,0.034621141850948334
19911.07421875,0.035944901406764984
19993.25390625,0.03253151476383209
