Training_MSE,Training_MAPE
61526.69921875,0.0643908753991127
29002.310546875,0.04766477271914482
33849.1171875,0.0427420511841774
54080.21875,0.05407426878809929
19576.0703125,0.03235394135117531
13587.904296875,0.029824014753103256
15294.0927734375,0.0340440571308136
23847.685546875,0.042053766548633575
15461.150390625,0.031475525349378586
29644.9296875,0.04685216397047043
17434.59375,0.035450588911771774
17115.0,0.037882618606090546
10600.146484375,0.030854081735014915
25884.638671875,0.04936753958463669
4195.01611328125,0.015793606638908386
8679.2607421875,0.02347690425813198
10404.859375,0.026668187230825424
10185.087890625,0.023466095328330994
33225.8515625,0.05973648652434349
8227.2216796875,0.0219501331448555
13641.20703125,0.028935004025697708
41061.3359375,0.06134047731757164
9526.6767578125,0.023268844932317734
13449.1083984375,0.033956434577703476
12808.4326171875,0.030763184651732445
22741.646484375,0.04836396872997284
54838.6328125,0.07319937646389008
17000.875,0.040141623467206955
21395.390625,0.046598367393016815
37479.3125,0.05565151199698448
23973.7578125,0.04093872383236885
28743.69140625,0.039593104273080826
35175.6796875,0.051602717489004135
2270.7392578125,0.011989807710051537
13786.6630859375,0.035903964191675186
10580.986328125,0.028049886226654053
22082.505859375,0.040038496255874634
24286.873046875,0.04123923182487488
9126.802734375,0.023509308695793152
14139.9833984375,0.03235196694731712
24856.4375,0.04176182299852371
22342.96875,0.0443895161151886
5209.06787109375,0.017028173431754112
23138.31640625,0.03749190643429756
8409.421875,0.02496086061000824
19426.8203125,0.03838338702917099
20590.015625,0.043179042637348175
32793.453125,0.05337833613157272
25320.23828125,0.05314001068472862
17944.546875,0.0408773273229599
12802.462890625,0.029219824820756912
6754.736328125,0.021576015278697014
11730.7060546875,0.030593954026699066
24006.138671875,0.04699614271521568
7631.14404296875,0.024449771270155907
13265.5107421875,0.03867287561297417
18688.36328125,0.04633180424571037
25491.05078125,0.04097961634397507
18624.638671875,0.03169986605644226
29298.34375,0.043329160660505295
36711.7734375,0.05387689918279648
18039.2578125,0.032433293759822845
9371.990234375,0.027865581214427948
7029.6015625,0.019983109086751938
10214.6552734375,0.025242391973733902
7461.14208984375,0.022290576249361038
5607.86328125,0.018382921814918518
10418.365234375,0.02799828164279461
16868.2890625,0.04264530539512634
21782.16796875,0.038507625460624695
16379.853515625,0.026491036638617516
31926.052734375,0.04450833797454834
10915.44921875,0.029000824317336082
10777.595703125,0.029342059046030045
25385.08203125,0.04300014302134514
7395.3779296875,0.020737532526254654
13292.669921875,0.033068083226680756
15050.248046875,0.041455503553152084
15015.1875,0.03482157364487648
5036.90673828125,0.02082052268087864
25738.9921875,0.053244005888700485
13434.5654296875,0.03365010395646095
11927.7421875,0.03537788242101669
6574.8798828125,0.025046002119779587
6474.1181640625,0.024181697517633438
9540.2763671875,0.027928313240408897
12602.271484375,0.03115096315741539
26105.05078125,0.037319496273994446
16232.7216796875,0.034936338663101196
25064.42578125,0.039774924516677856
12944.8505859375,0.0303336288779974
9819.947265625,0.02842583879828453
10818.185546875,0.031054791063070297
8094.18359375,0.026317525655031204
10414.060546875,0.030279185622930527
11395.3359375,0.031197335571050644
15915.8388671875,0.037001512944698334
24602.671875,0.04526581987738609
7702.4296875,0.026272578164935112
19089.05859375,0.043192289769649506
18412.8203125,0.04252397641539574
11440.13671875,0.02706635743379593
6741.08349609375,0.02449139766395092
14950.861328125,0.030454132705926895
27737.640625,0.047497715801000595
12006.1279296875,0.03572792187333107
13556.259765625,0.031294308602809906
7277.7490234375,0.025231581181287766
10731.568359375,0.027234043926000595
28624.71875,0.037496168166399
26208.453125,0.040807224810123444
24782.31640625,0.033301495015621185
15604.6796875,0.027625612914562225
76403.875,0.07724727690219879
29386.646484375,0.03470480442047119
52391.28125,0.06087518855929375
70858.1796875,0.08579102158546448
61339.0625,0.07638441026210785
52067.4609375,0.06766507029533386
18760.60546875,0.04002060368657112
31477.37890625,0.0611729621887207
6062.1015625,0.022573133930563927
6319.35693359375,0.019296541810035706
5155.7724609375,0.02085183560848236
17466.078125,0.03760238736867905
18516.48828125,0.040817826986312866
7320.685546875,0.021811988204717636
15463.6279296875,0.04021574184298515
8389.685546875,0.027561791241168976
12866.029296875,0.0328984297811985
32544.052734375,0.036527328193187714
26781.0234375,0.03077453188598156
16668.91796875,0.041908662766218185
13581.416015625,0.028629940003156662
14823.427734375,0.026637349277734756
34859.1953125,0.04255908727645874
14183.6123046875,0.023354774340987206
53482.0703125,0.06364627927541733
53080.93359375,0.06645486503839493
16759.16796875,0.04221070930361748
24602.71875,0.05219215154647827
28360.48046875,0.0444071888923645
12816.51171875,0.022792816162109375
11106.9912109375,0.025721654295921326
41047.5546875,0.04478844255208969
21848.66015625,0.03678504377603531
19834.744140625,0.028230419382452965
14551.6796875,0.0277980025857687
71861.90625,0.055842019617557526
163423.59375,0.09130888432264328
51789.30859375,0.042299844324588776
61692.27734375,0.04843189939856529
40393.6640625,0.04267372190952301
27451.203125,0.03556044399738312
17264.873046875,0.04230678826570511
20587.271484375,0.0399186797440052
18527.1640625,0.03087589703500271
15531.4287109375,0.02297171764075756
18531.625,0.030186980962753296
29287.537109375,0.0416591539978981
37657.3046875,0.053310927003622055
43111.140625,0.0533059686422348
78441.828125,0.061340294778347015
67404.109375,0.056187570095062256
38244.1953125,0.04415200278162956
12955.568359375,0.022667743265628815
25995.81640625,0.0434684082865715
16494.59375,0.03725253418087959
32468.25390625,0.05373877286911011
45720.1640625,0.05001198500394821
53134.2421875,0.051089949905872345
55151.2109375,0.0530085563659668
76361.1875,0.06606060266494751
30571.927734375,0.0377788282930851
75944.78125,0.06426888704299927
22707.828125,0.03495287895202637
17595.083984375,0.036192622035741806
50454.33984375,0.05478757619857788
45442.8203125,0.04794137179851532
26781.326171875,0.03022974543273449
48665.3125,0.047706738114356995
28098.0546875,0.03868740797042847
23392.25,0.03965809941291809
28015.42578125,0.03767716884613037
30501.490234375,0.03368726745247841
144365.59375,0.07420480251312256
90287.875,0.0688922107219696
53714.0546875,0.052967704832553864
27664.927734375,0.040662042796611786
37755.96875,0.05511907860636711
49041.16796875,0.05862594395875931
73929.046875,0.0679292157292366
40235.9453125,0.04332093149423599
17905.0859375,0.025127142667770386
33179.3359375,0.03668007627129555
25804.6015625,0.03910977020859718
20220.3203125,0.040938206017017365
12254.119140625,0.029985686764121056
38219.4296875,0.0474257692694664
70121.015625,0.07008728384971619
6981.07958984375,0.018294695764780045
17487.482421875,0.035039789974689484
7135.39013671875,0.021704403683543205
29714.92578125,0.04301182180643082
44830.65625,0.04532882571220398
55193.7109375,0.04737229272723198
81608.0703125,0.05513051897287369
51363.15625,0.04494354873895645
33324.66796875,0.04374612122774124
33597.46875,0.05161283165216446
30120.8984375,0.05326022952795029
12955.7255859375,0.021966859698295593
66425.828125,0.05337093025445938
87518.171875,0.06305422633886337
113372.3984375,0.07315418124198914
55227.18359375,0.05402461439371109
19887.30078125,0.04749494418501854
10953.8125,0.03482934087514877
29943.609375,0.05684465169906616
13480.888671875,0.032243333756923676
6795.625,0.021604474633932114
14319.115234375,0.031331680715084076
17078.75390625,0.03395259380340576
23110.60546875,0.04188404232263565
37153.703125,0.05634457617998123
26230.76171875,0.03938465565443039
45781.78125,0.0512838177382946
30021.65234375,0.04604319855570793
17071.103515625,0.034281134605407715
12450.8076171875,0.030832991003990173
11553.3544921875,0.027117636054754257
5974.0771484375,0.026852039620280266
6706.390625,0.02654864452779293
49991.24609375,0.06491108238697052
34503.5234375,0.04775366187095642
8312.9765625,0.024928994476795197
8930.03515625,0.0293519776314497
8892.2802734375,0.03229294344782829
6322.98828125,0.02366294339299202
11154.4140625,0.032415345311164856
9973.306640625,0.02716156840324402
14248.98828125,0.03047604113817215
6804.2880859375,0.022210504859685898
11712.3076171875,0.028406811878085136
7347.830078125,0.027733702212572098
5244.5947265625,0.02122838795185089
6085.404296875,0.02261989191174507
10367.75390625,0.026752490550279617
6199.8642578125,0.019533956423401833
5202.25146484375,0.016322758048772812
11156.6943359375,0.027904760092496872
10854.3369140625,0.0338834747672081
12709.115234375,0.0327305793762207
38663.1484375,0.06069148704409599
24180.02734375,0.041637226939201355
21484.650390625,0.04452655464410782
23350.865234375,0.05105094239115715
13211.6201171875,0.029931997880339622
29654.74609375,0.06433779746294022
12650.07421875,0.040884241461753845
14420.255859375,0.03276289999485016
16720.9921875,0.031592853367328644
13632.05859375,0.036270689219236374
12278.0654296875,0.028338750824332237
10086.3818359375,0.025086453184485435
41151.234375,0.05138356611132622
12956.849609375,0.033886976540088654
15979.4482421875,0.035809725522994995
15244.87890625,0.03705257549881935
10360.474609375,0.027979116886854172
15207.171875,0.039952486753463745
12981.19140625,0.03278758376836777
14649.83984375,0.03253348544239998
32029.037109375,0.05995279178023338
24660.91796875,0.04495932161808014
30889.18359375,0.05151664838194847
25811.263671875,0.05074409395456314
29766.615234375,0.05652157589793205
15552.5654296875,0.03383897244930267
10127.5185546875,0.03179248794913292
5005.93798828125,0.01936466619372368
23123.12109375,0.034193478524684906
17745.310546875,0.03467566519975662
9402.1640625,0.025377199053764343
22331.0703125,0.03358444571495056
10905.10546875,0.027670610696077347
12677.0654296875,0.035373520106077194
20986.283203125,0.042721401900053024
11218.5185546875,0.026505647227168083
8611.5263671875,0.02422616444528103
37370.69921875,0.04954879730939865
76253.3671875,0.05903725326061249
97371.921875,0.0554686114192009
21585.48828125,0.03437136113643646
19629.177734375,0.042776189744472504
49418.40625,0.06944813579320908
43024.671875,0.0626424252986908
50030.140625,0.0652104988694191
46430.0859375,0.060340411961078644
30476.044921875,0.048596322536468506
14072.44921875,0.031077085062861443
10352.87109375,0.02764645777642727
10491.5927734375,0.02597281150519848
56838.7265625,0.0741749033331871
16231.0263671875,0.029174892231822014
14051.6826171875,0.028936166316270828
30229.19921875,0.04552559182047844
18320.984375,0.03590749576687813
13642.0498046875,0.027622831985354424
21184.0625,0.032391514629125595
22651.109375,0.03550529107451439
27735.93359375,0.04382384940981865
35113.98828125,0.047485169023275375
22739.458984375,0.03602459281682968
46567.3671875,0.06885062903165817
80455.515625,0.09155039489269257
63189.640625,0.06908044964075089
69745.90625,0.07590219378471375
35361.83203125,0.04170529171824455
29883.224609375,0.03846745938062668
81148.9140625,0.08967478573322296
49131.49609375,0.07890334725379944
33042.7109375,0.05394388735294342
25951.591796875,0.03946574032306671
87844.1171875,0.07215778529644012
32802.51953125,0.038658734411001205
15271.466796875,0.03205685317516327
19944.17578125,0.03876585513353348
12901.583984375,0.03834759071469307
21415.125,0.041280537843704224
18974.287109375,0.03477941453456879
