Training_MAE,Training_MAPE
269.5169677734375,0.08433328568935394
400.195068359375,0.12137235701084137
461.1000671386719,0.14558666944503784
456.8371276855469,0.14424997568130493
455.45501708984375,0.13537290692329407
417.9532165527344,0.12015165388584137
440.9537353515625,0.12671437859535217
608.0030517578125,0.17372655868530273
566.2953491210938,0.15951406955718994
395.3946228027344,0.1306096762418747
331.441650390625,0.10879850387573242
421.1549987792969,0.14287976920604706
246.37982177734375,0.07340919226408005
237.74850463867188,0.07268728315830231
335.10498046875,0.11834841966629028
415.0013122558594,0.13128764927387238
414.33221435546875,0.12689591944217682
388.5836181640625,0.12152060121297836
312.6676025390625,0.10027067363262177
248.76177978515625,0.0805114209651947
226.4911346435547,0.07229359447956085
346.14068603515625,0.11079560220241547
463.50006103515625,0.14232449233531952
449.2200927734375,0.1411394476890564
275.9002380371094,0.08564590662717819
302.96624755859375,0.09511841833591461
265.0010681152344,0.08450865745544434
263.36181640625,0.08152386546134949
268.09490966796875,0.08357712626457214
419.23370361328125,0.1208682656288147
300.20294189453125,0.08604048192501068
294.65374755859375,0.091516874730587
392.63232421875,0.120633065700531
189.13816833496094,0.05562547594308853
198.151611328125,0.0629514530301094
348.48504638671875,0.11150789260864258
361.3831481933594,0.1087312325835228
409.834716796875,0.12361849844455719
353.1260986328125,0.11407755315303802
391.771484375,0.11120720207691193
191.92869567871094,0.054791852831840515
306.05841064453125,0.09006186574697495
481.98077392578125,0.1429370939731598
330.51483154296875,0.09901710599660873
283.3851623535156,0.08672850579023361
395.34344482421875,0.13105151057243347
249.8898162841797,0.07440827786922455
202.20147705078125,0.057736825197935104
318.58270263671875,0.10213105380535126
178.8084716796875,0.0664072185754776
234.2616424560547,0.07792050391435623
190.252685546875,0.06096674129366875
252.39926147460938,0.08315584808588028
191.48374938964844,0.06281337141990662
217.3284149169922,0.07223188132047653
200.0638885498047,0.06592030823230743
145.68743896484375,0.04522385448217392
303.4205322265625,0.1075495108962059
205.54588317871094,0.0685330331325531
466.1518249511719,0.1624930202960968
261.0170593261719,0.0825311467051506
188.0883026123047,0.057698480784893036
161.08193969726562,0.04633893072605133
302.78826904296875,0.09905596822500229
309.24468994140625,0.10082398355007172
303.2756042480469,0.1006915494799614
196.17552185058594,0.0658758208155632
382.2740173339844,0.12416013330221176
195.3031005859375,0.05778289586305618
125.3377685546875,0.03532034531235695
314.768310546875,0.09642086923122406
264.53704833984375,0.08038946986198425
307.6440734863281,0.0891687273979187
293.666748046875,0.08441609144210815
323.8719482421875,0.10326626896858215
226.7144775390625,0.07548052817583084
149.05184936523438,0.049757473170757294
254.09017944335938,0.08268952369689941
223.5808563232422,0.07955712825059891
235.95957946777344,0.08579416573047638
365.3079833984375,0.11319047212600708
245.9603271484375,0.0832507461309433
240.3936004638672,0.08052211254835129
255.80978393554688,0.07911413908004761
278.7775573730469,0.08743175119161606
380.01654052734375,0.12038087844848633
296.985107421875,0.09631716459989548
283.9146728515625,0.09615006297826767
313.7572021484375,0.10412277281284332
279.6925048828125,0.08601197600364685
348.7890625,0.11075790971517563
346.7350769042969,0.12568309903144836
236.576171875,0.07979308813810349
261.09716796875,0.08599897474050522
355.28851318359375,0.12096413224935532
498.49005126953125,0.16591796278953552
259.2111511230469,0.08393564075231552
372.7022399902344,0.11702638864517212
343.8688659667969,0.11056556552648544
255.41134643554688,0.08045644313097
250.82275390625,0.07612960785627365
280.7951354980469,0.09756042808294296
341.4886474609375,0.10692678391933441
388.433837890625,0.11909696459770203
393.0529479980469,0.1327173113822937
229.6788330078125,0.077566958963871
295.34100341796875,0.10127045214176178
141.27511596679688,0.0492960587143898
173.78439331054688,0.06049066409468651
266.542724609375,0.09627997875213623
268.40380859375,0.09313501417636871
374.5257263183594,0.12819132208824158
254.9001922607422,0.08750715106725693
237.8893280029297,0.08409091085195541
295.5343933105469,0.10348482429981232
228.4324188232422,0.07641220092773438
269.73583984375,0.08937934041023254
283.9588317871094,0.0874386578798294
243.02352905273438,0.08692817389965057
251.69039916992188,0.0883888453245163
340.35382080078125,0.10522618144750595
375.5511169433594,0.11429374665021896
269.621337890625,0.09006895869970322
247.40072631835938,0.08733363449573517
341.52227783203125,0.11648689210414886
232.70867919921875,0.09087184071540833
212.64779663085938,0.07745607197284698
224.69271850585938,0.08068913221359253
275.530517578125,0.09884579479694366
313.2744140625,0.10892286896705627
274.70849609375,0.097201868891716
166.74319458007812,0.059897489845752716
458.97747802734375,0.15231001377105713
224.23497009277344,0.07714521139860153
347.47601318359375,0.10738714039325714
253.3237762451172,0.08041451871395111
319.8937683105469,0.08717071264982224
378.1793212890625,0.10359372198581696
205.20718383789062,0.07016218453645706
279.22125244140625,0.0965065211057663
299.59332275390625,0.11177673935890198
291.0582275390625,0.0974799320101738
219.24166870117188,0.06915292143821716
221.79806518554688,0.07533738017082214
273.4350280761719,0.09661485254764557
220.5886688232422,0.07431603968143463
175.44955444335938,0.07063502073287964
179.8422088623047,0.07040683925151825
319.12371826171875,0.1111174076795578
242.61825561523438,0.08127956837415695
228.4189910888672,0.07336322963237762
289.62115478515625,0.0895334929227829
344.0169677734375,0.11144386231899261
220.7701873779297,0.07979591935873032
279.6933898925781,0.10258956253528595
326.6478576660156,0.1136801689863205
292.07415771484375,0.0994717925786972
286.58551025390625,0.09532321989536285
179.7713623046875,0.062087588012218475
212.6654052734375,0.0676082968711853
572.6619873046875,0.20040319859981537
949.8272705078125,0.30493706464767456
774.72900390625,0.19560030102729797
543.4645385742188,0.1430586725473404
267.97613525390625,0.07811703532934189
228.656982421875,0.06740246713161469
467.1375427246094,0.17179620265960693
660.0384521484375,0.24652962386608124
757.244384765625,0.2396346777677536
427.55328369140625,0.11680790036916733
297.1927795410156,0.08023442327976227
369.41925048828125,0.10412635654211044
412.2845458984375,0.10780443996191025
849.5939331054688,0.28828316926956177
655.1519775390625,0.23007917404174805
495.01190185546875,0.17423252761363983
247.68698120117188,0.07745414972305298
221.58120727539062,0.06599722802639008
235.51394653320312,0.07331973314285278
371.7553405761719,0.09954963624477386
550.0497436523438,0.1772240400314331
992.26416015625,0.3593965172767639
752.17529296875,0.25893935561180115
243.79638671875,0.06654392927885056
327.25994873046875,0.09185168147087097
291.0974426269531,0.08636098355054855
359.67425537109375,0.10491317510604858
609.5578002929688,0.19644729793071747
659.5001220703125,0.24336545169353485
575.1904296875,0.19457656145095825
464.3668212890625,0.12498703598976135
557.2321166992188,0.13802723586559296
704.91357421875,0.1777953952550888
445.00408935546875,0.14009587466716766
547.374267578125,0.19473350048065186
755.2745971679688,0.2678973376750946
963.2538452148438,0.31495189666748047
640.9735107421875,0.1624302864074707
707.1981201171875,0.17002302408218384
659.1481323242188,0.1573030948638916
762.353759765625,0.19258999824523926
971.849609375,0.3096935749053955
1111.165283203125,0.41294869780540466
634.494140625,0.2363513708114624
395.9730224609375,0.1190912276506424
376.97808837890625,0.11295323073863983
291.7674255371094,0.08875557035207748
434.3265380859375,0.12322482466697693
406.9994812011719,0.14757798612117767
222.646240234375,0.07907308638095856
556.5269775390625,0.18867793679237366
438.6086120605469,0.11770002543926239
520.4183349609375,0.13857626914978027
520.3803100585938,0.1425018459558487
473.7964782714844,0.1247681975364685
779.328125,0.2805989682674408
461.1170654296875,0.17300906777381897
376.78887939453125,0.13711969554424286
360.6951904296875,0.10918344557285309
302.218994140625,0.08582085371017456
305.0989685058594,0.08571235835552216
291.29833984375,0.08237557113170624
483.86614990234375,0.17517733573913574
916.3203125,0.34763869643211365
652.5823974609375,0.2269476056098938
316.255126953125,0.08986219763755798
374.267822265625,0.10310889780521393
298.5316162109375,0.08426301926374435
368.232177734375,0.10192817449569702
893.4235229492188,0.2985928952693939
918.3800659179688,0.33512526750564575
668.6676025390625,0.22577916085720062
501.13470458984375,0.12810653448104858
565.0694580078125,0.1491936892271042
256.9371643066406,0.07544923573732376
220.80686950683594,0.0674612745642662
167.42222595214844,0.05524899810552597
167.8005828857422,0.06313759088516235
268.16473388671875,0.09691714495420456
198.90428161621094,0.06169154495000839
272.3090515136719,0.08189363777637482
229.3492889404297,0.06864625960588455
217.9750213623047,0.07085483521223068
303.0393371582031,0.10027244687080383
197.11923217773438,0.0734642967581749
370.1558532714844,0.11907108873128891
305.82720947265625,0.08302105963230133
315.9473571777344,0.08964559435844421
455.66650390625,0.13289083540439606
197.41070556640625,0.06077094376087189
167.93763732910156,0.05637892335653305
194.3765106201172,0.07420498877763748
192.85894775390625,0.07292380928993225
182.85995483398438,0.05948089808225632
179.15257263183594,0.05447400361299515
264.83843994140625,0.07399555295705795
356.87030029296875,0.09854378551244736
416.9378662109375,0.13867947459220886
581.2548828125,0.20953874289989471
533.328125,0.18495672941207886
309.0060119628906,0.0884036123752594
369.3677673339844,0.10639622062444687
297.20147705078125,0.08625151962041855
332.11273193359375,0.09611175954341888
355.714599609375,0.11022615432739258
471.894775390625,0.15716008841991425
771.4232788085938,0.24800541996955872
525.6112670898438,0.14564412832260132
519.2076416015625,0.141414612531662
400.40936279296875,0.11391404271125793
270.21478271484375,0.08274762332439423
217.245361328125,0.0733155608177185
322.13140869140625,0.11404247581958771
197.93801879882812,0.0671386867761612
164.66925048828125,0.05484382435679436
169.2559356689453,0.05487973615527153
249.541748046875,0.0709475725889206
260.3585205078125,0.0755547285079956
257.6624755859375,0.0928579568862915
606.6415405273438,0.24130795896053314
646.3363037109375,0.23136290907859802
458.20538330078125,0.13736394047737122
205.44676208496094,0.06196974217891693
205.2861785888672,0.06489341706037521
197.6181640625,0.06550021469593048
225.45498657226562,0.08191367983818054
288.77178955078125,0.1114514097571373
442.40643310546875,0.17242282629013062
311.4386901855469,0.10629960149526596
160.41610717773438,0.054662566632032394
201.46554565429688,0.0661235898733139
226.3165283203125,0.06926290690898895
319.74102783203125,0.10001188516616821
369.0428161621094,0.1177915558218956
141.95529174804688,0.04618639498949051
329.09808349609375,0.0984797328710556
388.5610046386719,0.11659108102321625
375.04925537109375,0.12567925453186035
309.9198913574219,0.11100517213344574
275.97027587890625,0.08853231370449066
353.2531433105469,0.12784922122955322
511.3763122558594,0.19606542587280273
328.0467529296875,0.1101536899805069
103.87350463867188,0.03472260385751724
224.89366149902344,0.07368900626897812
320.99041748046875,0.09521066397428513
282.44598388671875,0.09219314903020859
322.3877258300781,0.10768929123878479
506.9169921875,0.16290883719921112
182.35935974121094,0.06529723852872849
209.71714782714844,0.06924569606781006
173.23837280273438,0.05347504839301109
338.96343994140625,0.12483857572078705
304.6581115722656,0.08977257460355759
219.3446502685547,0.06539960950613022
208.23953247070312,0.06645840406417847
315.11212158203125,0.09979978203773499
316.692138671875,0.1015845388174057
216.71914672851562,0.06814155727624893
238.89498901367188,0.07851477712392807
153.74365234375,0.045255836099386215
511.42059326171875,0.17222338914871216
468.7423095703125,0.15827348828315735
195.73092651367188,0.062222372740507126
351.8421630859375,0.12123777717351913
382.8134460449219,0.12700407207012177
278.2705078125,0.08306820690631866
272.5569152832031,0.08524082601070404
315.17919921875,0.10956797003746033
197.93003845214844,0.06345440447330475
274.3017578125,0.09000658243894577
239.24679565429688,0.07806211709976196
254.36459350585938,0.08671827614307404
292.690185546875,0.10147436708211899
239.72616577148438,0.08139707893133163
188.9358367919922,0.059369754046201706
144.75782775878906,0.045056313276290894
259.5960998535156,0.08319894969463348
631.7371215820312,0.23454785346984863
386.8704833984375,0.1218557059764862
392.6003112792969,0.1250162422657013
344.19000244140625,0.10618298500776291
386.76898193359375,0.11663621664047241
311.7071533203125,0.09592121839523315
289.2809753417969,0.08613579720258713
513.0585327148438,0.15742939710617065
447.9666748046875,0.12759505212306976
479.9515075683594,0.13448308408260345
330.87933349609375,0.09942009299993515
218.96945190429688,0.06556767970323563
390.65338134765625,0.11419914662837982
424.3398132324219,0.13170933723449707
469.9241943359375,0.15669068694114685
306.760498046875,0.09231910109519958
381.07159423828125,0.1128004640340805
321.32489013671875,0.09490727633237839
328.75384521484375,0.09991972893476486
222.9889373779297,0.06736912578344345
297.525634765625,0.08758354187011719
397.00897216796875,0.11014382541179657
540.7252807617188,0.1476251482963562
554.995849609375,0.15046130120754242
512.2279052734375,0.1419256180524826
441.5066833496094,0.12045298516750336
