Testing_MAE,Testing_MAPE
40019.3125,0.04892130196094513
34781.83984375,0.03813821077346802
39441.37890625,0.04698045551776886
57263.79296875,0.054555103182792664
36772.29296875,0.046618834137916565
60874.296875,0.06338752806186676
16356.19140625,0.03156761825084686
11979.7919921875,0.024309774860739708
18311.5703125,0.03228571265935898
124173.8984375,0.07940101623535156
47471.0,0.05661612004041672
326072.625,0.13287386298179626
1512697.25,0.3194050192832947
114498.3359375,0.06813745945692062
316126.21875,0.14310088753700256
133954.34375,0.09466171264648438
53179.16796875,0.06468558311462402
221487.21875,0.10654591023921967
169428.53125,0.10457693040370941
66008.828125,0.060278382152318954
44883.765625,0.050074897706508636
94736.359375,0.07225232571363449
350765.8125,0.14080330729484558
178669.25,0.11273232102394104
61484.88671875,0.05317167937755585
114624.53125,0.07288840413093567
48146.76171875,0.054514266550540924
102906.171875,0.07461266964673996
141714.765625,0.09478698670864105
98591.296875,0.08588625490665436
15977.3203125,0.03357372432947159
52253.76171875,0.057415932416915894
49393.4609375,0.05999205633997917
53580.390625,0.05065692961215973
374537.59375,0.15075847506523132
33311.5703125,0.03963116183876991
50600.51171875,0.055270373821258545
98365.171875,0.076263427734375
37249.2578125,0.04958246648311615
13759.318359375,0.032434966415166855
404458.34375,0.17668041586875916
108713.234375,0.07104813307523727
23631.32421875,0.03964275121688843
58498.28125,0.0611446313560009
41166.953125,0.060032203793525696
80193.734375,0.07641839236021042
134707.921875,0.09317120164632797
92707.1875,0.08180981874465942
90196.9296875,0.06338649988174438
131606.65625,0.07784295827150345
40460.703125,0.04192797467112541
12256.279296875,0.02763594686985016
39753.59375,0.05209946259856224
41368.390625,0.04416801780462265
356498.84375,0.16819977760314941
48876.9140625,0.04432958364486694
18063.294921875,0.03359300643205643
17543.904296875,0.03156611695885658
56807.15625,0.05302506685256958
118446.484375,0.07959751039743423
156380.796875,0.10691283643245697
101158.421875,0.0773526281118393
25904.21484375,0.0417613610625267
48550.5234375,0.0664326399564743
121422.421875,0.09457574784755707
77062.796875,0.07640746235847473
157011.21875,0.10362328588962555
131020.140625,0.09393098950386047
67714.328125,0.060008637607097626
25568.302734375,0.04310888051986694
52479.5,0.06322786211967468
100147.40625,0.08807332813739777
45318.3984375,0.05462193489074707
30679.38671875,0.04829561337828636
85005.2109375,0.08576010167598724
156074.5625,0.10694988071918488
29881.3984375,0.05155345797538757
18642.92578125,0.037703368812799454
12618.8515625,0.03103215992450714
62547.46875,0.06327145546674728
255360.78125,0.1464378982782364
105245.4375,0.1033359095454216
40739.1953125,0.05402985215187073
125217.4375,0.10033212602138519
73834.5625,0.08580949157476425
58002.35546875,0.07371847331523895
93768.8984375,0.08022304624319077
177516.8125,0.1236678957939148
26442.1484375,0.04961591958999634
299440.9375,0.1946781575679779
52794.0078125,0.0699082762002945
10836.1015625,0.023555349558591843
36948.15234375,0.050925157964229584
46802.19921875,0.06817623972892761
147740.625,0.10099862515926361
68830.375,0.09840385615825653
242514.28125,0.16401255130767822
14286.7060546875,0.03514397144317627
37848.5625,0.05044946074485779
76823.65625,0.09453554451465607
25399.248046875,0.039374031126499176
50107.54296875,0.08265813440084457
61463.4140625,0.07552173733711243
117329.84375,0.11283545941114426
44113.6875,0.06222986802458763
32438.15234375,0.04855482280254364
45195.6328125,0.05812380462884903
183419.546875,0.1407138556241989
258229.03125,0.1416771411895752
197747.0,0.1607438027858734
49692.19921875,0.07109761238098145
36091.05859375,0.05903077870607376
20180.66015625,0.03979412838816643
6412.51318359375,0.024278923869132996
41833.59375,0.05574873089790344
54475.12109375,0.07814837992191315
28623.849609375,0.04965519905090332
25105.546875,0.050030600279569626
22086.31640625,0.04809587448835373
17387.611328125,0.04513434320688248
30525.537109375,0.05101778730750084
83788.2265625,0.09615407884120941
181723.6875,0.12970398366451263
63609.03125,0.06891966611146927
91601.3984375,0.08951704949140549
59901.2421875,0.0750746801495552
45348.7578125,0.06132088601589203
40224.4140625,0.06711652874946594
63523.734375,0.07380633801221848
49107.2890625,0.06935877352952957
48521.265625,0.06581821292638779
1183263.75,0.5348938703536987
32450.419921875,0.05397294461727142
21782.765625,0.03892996907234192
54769.1328125,0.0752367228269577
210414.46875,0.1314694732427597
103466.4296875,0.09952020645141602
119484.34375,0.09797447919845581
173702.75,0.11361263692378998
161178.53125,0.13006174564361572
70906.734375,0.07400700449943542
23935.2578125,0.04854702204465866
10686.25390625,0.03086806833744049
30498.87890625,0.05196116864681244
64999.3359375,0.08490397036075592
44009.80859375,0.06670583784580231
14531.1513671875,0.03356334567070007
101084.125,0.0857943743467331
380817.21875,0.17201167345046997
134097.828125,0.09989558160305023
41702.171875,0.055013805627822876
33972.9140625,0.0614326111972332
120728.4921875,0.10108285397291183
269607.375,0.13040851056575775
38830.734375,0.06472204625606537
74826.4375,0.06882146000862122
71519.296875,0.08381578326225281
52545.125,0.06208515167236328
122569.71875,0.11327195167541504
186884.296875,0.14039355516433716
75369.03125,0.07982947677373886
37687.59375,0.0559837743639946
35103.10546875,0.047931548207998276
99125.6484375,0.07991453260183334
22354.578125,0.03904451057314873
673026.0625,0.4146043658256531
573364.875,0.22287480533123016
83555.390625,0.07990363985300064
721780.0,0.27481740713119507
189702.984375,0.07696467638015747
378049.34375,0.1330554485321045
122483.3125,0.07289549708366394
366689.09375,0.11980705708265305
81329.15625,0.06586328148841858
90144.0234375,0.08176685869693756
105586.0,0.06644222140312195
46400.16796875,0.045196738094091415
69619.2421875,0.05647485703229904
130553.1484375,0.07839715480804443
12995.783203125,0.025410395115613937
40320.0859375,0.04650983214378357
33572.796875,0.038646429777145386
123845.828125,0.08082375675439835
78365.90625,0.06052966043353081
97806.0546875,0.06882812827825546
91866.375,0.060880061239004135
68304.96875,0.05984198674559593
30695.373046875,0.04419466480612755
55526.23046875,0.04270301014184952
352953.875,0.13156290352344513
501928.9375,0.12438954412937164
152484.84375,0.07197287678718567
365410.125,0.1103765219449997
543746.5625,0.16314586997032166
35560.24609375,0.03731052577495575
86303.3671875,0.0695497989654541
53450.09375,0.05569282919168472
133456.375,0.07362335920333862
60774.85546875,0.047704994678497314
79502.625,0.05274087190628052
40418.703125,0.0382746085524559
191654.484375,0.08508330583572388
256855.609375,0.09784682840108871
185197.5,0.08846550434827805
58185.3984375,0.04894270747900009
9925.73828125,0.025148265063762665
29580.052734375,0.03195963054895401
165350.65625,0.08967729657888412
52607.71875,0.05668359994888306
31536.333984375,0.04371581971645355
29786.591796875,0.04030556231737137
117957.046875,0.07544539868831635
179995.859375,0.09897033870220184
626261.0,0.19721460342407227
199000.6875,0.10923867672681808
122860.5,0.08479568362236023
97714.6484375,0.07071611285209656
120466.84375,0.08904936164617538
55854.265625,0.06226406991481781
88420.3984375,0.06525739282369614
90090.640625,0.06264212727546692
139463.484375,0.0823725163936615
462487.6875,0.13931956887245178
127946.859375,0.07024158537387848
71971.21875,0.051708780229091644
96357.4921875,0.05591946840286255
219669.125,0.11215978115797043
433715.4375,0.16786280274391174
