Validation_MAE,Validation_MAPE
120.48857116699219,0.037663109600543976
149.99822998046875,0.04535214230418205
296.64605712890625,0.09625845402479172
256.02899169921875,0.0865788459777832
204.09603881835938,0.0697285383939743
327.38763427734375,0.10294124484062195
177.93881225585938,0.05349430441856384
126.06443786621094,0.03852104768157005
251.96112060546875,0.08026328682899475
230.3104248046875,0.06982818245887756
199.888671875,0.05962284654378891
169.9691619873047,0.05256457254290581
213.2076873779297,0.062425337731838226
142.10403442382812,0.04058237001299858
253.7258758544922,0.07450661063194275
256.38330078125,0.07857131958007812
177.01669311523438,0.05264439433813095
299.22869873046875,0.09913894534111023
281.7133483886719,0.08973477780818939
431.37200927734375,0.1142226979136467
412.8759765625,0.10672195255756378
379.79443359375,0.10844944417476654
392.9222106933594,0.1284676194190979
351.0721130371094,0.11985601484775543
288.44122314453125,0.09328418225049973
254.4927978515625,0.08330365270376205
305.519287109375,0.0965893492102623
320.0018615722656,0.09102412313222885
229.5625457763672,0.06775518506765366
456.9990234375,0.12232165783643723
369.7825622558594,0.09821651875972748
294.3910217285156,0.08318732678890228
298.0541687011719,0.09707236289978027
275.62884521484375,0.09330390393733978
227.40269470214844,0.07715783268213272
217.8572998046875,0.07427625358104706
257.21197509765625,0.0836351215839386
278.980712890625,0.09289850294589996
316.4481506347656,0.10931354016065598
273.18115234375,0.08966526389122009
235.73361206054688,0.07399702072143555
264.3286437988281,0.07639952003955841
161.85842895507812,0.048231467604637146
262.7543640136719,0.08754362165927887
177.91891479492188,0.058106549084186554
168.6646270751953,0.06396427750587463
130.11167907714844,0.04527604579925537
169.8442840576172,0.05269060656428337
198.8166961669922,0.060851700603961945
207.74435424804688,0.060579098761081696
188.4288787841797,0.058116137981414795
216.29470825195312,0.0752769261598587
176.59597778320312,0.06134968250989914
190.5727996826172,0.06485120952129364
254.38925170898438,0.08771546930074692
236.8914794921875,0.0753006786108017
185.47946166992188,0.05470313876867294
162.89227294921875,0.046123068779706955
145.77813720703125,0.04377133399248123
228.98777770996094,0.07698825001716614
141.67678833007812,0.04903480410575867
186.28414916992188,0.0607379786670208
168.05726623535156,0.0515730194747448
134.02647399902344,0.038870975375175476
172.38938903808594,0.048499640077352524
171.97776794433594,0.05067763477563858
134.6632537841797,0.0433831512928009
203.34619140625,0.0684613361954689
154.0290985107422,0.05215219780802727
206.39842224121094,0.07231784611940384
186.9034423828125,0.0625356063246727
137.32247924804688,0.0454472117125988
198.79580688476562,0.07245518267154694
137.32949829101562,0.0554240457713604
109.41006469726562,0.04074207693338394
122.11592864990234,0.04069511592388153
135.96153259277344,0.04435649514198303
159.2396697998047,0.05305519700050354
193.4116668701172,0.06521180272102356
193.70538330078125,0.06772735714912415
191.2054443359375,0.06829020380973816
121.48976135253906,0.04563396796584129
153.88064575195312,0.057474832981824875
140.05648803710938,0.04829248785972595
130.03762817382812,0.042971815913915634
112.50475311279297,0.037570126354694366
158.44566345214844,0.05546824634075165
149.0539093017578,0.06090059131383896
126.43215942382812,0.050645314157009125
166.38796997070312,0.060897499322891235
68.57110595703125,0.022565793246030807
96.14251708984375,0.03469699248671532
131.63076782226562,0.05068126320838928
115.38701629638672,0.03970910981297493
102.30850219726562,0.03632377088069916
74.0755615234375,0.03134600818157196
157.11048889160156,0.058939628303050995
70.47344207763672,0.024374280124902725
109.84170532226562,0.035944532603025436
74.86717224121094,0.025915443897247314
152.76211547851562,0.05367109179496765
127.30224609375,0.050582315772771835
98.51812744140625,0.040881358087062836
128.23004150390625,0.04859315603971481
109.910400390625,0.042897310107946396
77.11143493652344,0.028818637132644653
110.19951629638672,0.039447080343961716
112.58229064941406,0.041014663875103
139.7052001953125,0.05333798751235008
157.825439453125,0.06496034562587738
170.23419189453125,0.06610795855522156
115.57344818115234,0.042910777032375336
147.826416015625,0.052591852843761444
108.86016082763672,0.04208555817604065
121.10906219482422,0.04504387825727463
96.69454956054688,0.037757229059934616
164.52134704589844,0.062675341963768
143.76730346679688,0.05423684045672417
163.9747314453125,0.05902043730020523
177.5111083984375,0.06433023512363434
133.35606384277344,0.049383774399757385
120.17828369140625,0.04415234178304672
133.22357177734375,0.05314946174621582
151.0830841064453,0.060427792370319366
143.73861694335938,0.05489712208509445
77.77537536621094,0.030144399031996727
121.05439758300781,0.04379584640264511
97.86581420898438,0.038185201585292816
177.5543212890625,0.06588612496852875
108.06794738769531,0.04303629323840141
105.43363952636719,0.04244277998805046
145.60411071777344,0.05018806457519531
162.73773193359375,0.05942193418741226
110.30242919921875,0.040859825909137726
64.10930633544922,0.02378908544778824
69.67939758300781,0.026650480926036835
118.99871063232422,0.04640459269285202
114.12310791015625,0.046098582446575165
140.95375061035156,0.04597368463873863
128.7058563232422,0.04256301745772362
93.93663024902344,0.03426552936434746
94.8523178100586,0.0346812978386879
121.11286926269531,0.039290525019168854
100.49003601074219,0.03622879087924957
146.73629760742188,0.05364697426557541
553.0202026367188,0.15772931277751923
232.5154266357422,0.07308641821146011
132.28878784179688,0.04899615794420242
120.93959045410156,0.04457762837409973
88.166259765625,0.03175335377454758
82.24026489257812,0.028062980622053146
155.13868713378906,0.05707936733961105
141.39002990722656,0.05149735137820244
81.77252197265625,0.03130064159631729
72.60320281982422,0.024791639298200607
127.47920227050781,0.03310663625597954
86.1776123046875,0.023088570684194565
87.35677337646484,0.031962618231773376
103.89363098144531,0.03941228240728378
256.7883605957031,0.09168477356433868
160.1488037109375,0.050092846155166626
85.77812194824219,0.027627285569906235
130.8104705810547,0.0459180548787117
68.114990234375,0.02486475370824337
104.0558090209961,0.037799276411533356
