Validation_MAE,Validation_MAPE
21255.375,0.03569897636771202
24368.140625,0.03647233918309212
7434.50537109375,0.02119849994778633
9872.1826171875,0.023415036499500275
11755.734375,0.02562343142926693
35366.171875,0.0421556755900383
16902.41796875,0.026785463094711304
18551.21484375,0.030498623847961426
4145.63427734375,0.014117011800408363
15386.7421875,0.027937807142734528
32180.64453125,0.04374339431524277
24959.73828125,0.03686247020959854
86588.671875,0.06981561332941055
300699.0625,0.10140516608953476
814322.625,0.22470328211784363
19279.16015625,0.03152675926685333
101170.359375,0.07617291808128357
255455.34375,0.09953465312719345
23104.474609375,0.03872283548116684
81222.1484375,0.0720132514834404
28719.33984375,0.04208821803331375
8680.9091796875,0.020209187641739845
18473.193359375,0.030489157885313034
294479.1875,0.13447648286819458
400358.6875,0.14630058407783508
103299.5,0.06763558834791183
27905.287109375,0.03698545694351196
81278.109375,0.06388668715953827
83959.15625,0.075236976146698
5238.8271484375,0.01862424984574318
7812.33544921875,0.02343379519879818
74647.390625,0.07666123658418655
7929.7216796875,0.02036927454173565
11573.7998046875,0.023377880454063416
21669.806640625,0.03838035464286804
197608.5,0.09601902216672897
89463.8046875,0.061205506324768066
19067.7890625,0.032170601189136505
8703.294921875,0.02447139471769333
62044.1875,0.07401368021965027
53177.85546875,0.05856062099337578
52217.609375,0.05961114913225174
17778.873046875,0.030748456716537476
145971.1875,0.09643322229385376
75339.09375,0.06548275798559189
27138.92578125,0.043102942407131195
54819.46875,0.06154603883624077
30427.740234375,0.04969910904765129
27142.451171875,0.04390126094222069
38183.703125,0.042803745716810226
3507.036865234375,0.013226307928562164
30078.4375,0.03910628333687782
5515.6279296875,0.01857856661081314
12739.17578125,0.026760835200548172
101432.8984375,0.0845470279455185
17822.40234375,0.03692147880792618
27702.68359375,0.03447246178984642
4549.93505859375,0.014306113123893738
82333.328125,0.06436507403850555
9365.2685546875,0.02030368335545063
61694.6015625,0.05798255652189255
48527.8203125,0.053402818739414215
48596.890625,0.058728039264678955
29522.896484375,0.04391944035887718
17150.01953125,0.032161884009838104
18590.07421875,0.0363391637802124
12533.3388671875,0.03299582749605179
27169.052734375,0.03825744241476059
59676.19921875,0.07065864652395248
12953.4560546875,0.022844746708869934
5595.9228515625,0.01868768408894539
18309.982421875,0.03527417778968811
30915.71484375,0.044289618730545044
77485.890625,0.0840025544166565
26612.609375,0.04673602804541588
27469.904296875,0.0453619658946991
13150.46875,0.03136090934276581
19394.578125,0.03428848832845688
18218.5859375,0.030331552028656006
9952.048828125,0.02486479841172695
17044.86328125,0.03745577484369278
49234.34375,0.06629591435194016
