Train_MAE,Train_MAPE
22201.228515625,0.03641754388809204
14425.5615234375,0.02781817689538002
19741.2734375,0.032219257205724716
38282.57421875,0.050807178020477295
9715.9658203125,0.024257676675915718
32235.5078125,0.042964186519384384
7544.71826171875,0.020608486607670784
8767.7431640625,0.021412493661046028
9227.01171875,0.021119410172104836
10831.3671875,0.022615892812609673
22378.9140625,0.03461506962776184
30357.2890625,0.03916487842798233
19575.474609375,0.033670492470264435
24856.224609375,0.03373135253787041
187031.0,0.10524927824735641
46579.78125,0.051631536334753036
17809.7578125,0.026879725977778435
334283.4375,0.1242656484246254
54892.328125,0.04679560288786888
35160.80078125,0.04329659417271614
7914.79052734375,0.01910042017698288
10561.630859375,0.02513343095779419
13220.70703125,0.02828463539481163
44636.74609375,0.04955526068806648
81283.1796875,0.06478018313646317
190485.3125,0.09813105314970016
68385.8359375,0.058847617357969284
78250.2578125,0.060056522488594055
143433.921875,0.0836745873093605
3609.176025390625,0.012983286753296852
33106.64453125,0.03817058354616165
11210.5859375,0.023739753291010857
16757.888671875,0.03296623378992081
7970.34130859375,0.018528645858168602
9199.8046875,0.02267538383603096
28518.10546875,0.044841501861810684
17564.802734375,0.03227663040161133
17741.45703125,0.03004278428852558
7134.634765625,0.01972264237701893
68138.625,0.0693121999502182
315812.625,0.15244300663471222
23740.392578125,0.04149181768298149
13617.326171875,0.028578920289874077
48860.87109375,0.05205091834068298
29220.451171875,0.043696627020835876
26803.03515625,0.03862832114100456
126798.4765625,0.086577869951725
44659.98828125,0.05063565820455551
28576.896484375,0.03737980127334595
48369.9375,0.05323704332113266
4949.91357421875,0.01691851019859314
7007.1259765625,0.02109706401824951
7138.45703125,0.020081210881471634
10429.99609375,0.021987369284033775
405953.59375,0.17750336229801178
5217.61767578125,0.016408834606409073
14569.5283203125,0.02756667695939541
8848.2509765625,0.02182123251259327
45730.05859375,0.0482831709086895
5725.8955078125,0.018311703577637672
49413.5,0.053575314581394196
51667.1875,0.052550192922353745
19856.779296875,0.029669445008039474
8885.8896484375,0.020814085379242897
28240.171875,0.035018619149923325
13649.4365234375,0.02838081307709217
11443.6298828125,0.02628074400126934
3854.954345703125,0.015690399333834648
81865.9453125,0.07832824438810349
24270.033203125,0.042103443294763565
8677.5498046875,0.023157119750976562
12847.9794921875,0.031161652877926826
29107.6484375,0.04697544500231743
16270.134765625,0.03235723823308945
63654.2578125,0.07073774933815002
28928.9921875,0.047842592000961304
22789.625,0.04571353271603584
14277.4833984375,0.03191521018743515
17587.40625,0.03246593475341797
5771.1533203125,0.019821742549538612
33378.10546875,0.04597720131278038
53043.26171875,0.06974837183952332
40723.12109375,0.05265793949365616
130504.4921875,0.10354737937450409
4176.90966796875,0.015591694042086601
4937.96337890625,0.019170643761754036
46730.53125,0.06377506256103516
45683.9296875,0.05856810510158539
19740.763671875,0.04112304747104645
283718.0625,0.17978908121585846
3859.2216796875,0.016426529735326767
6397.63671875,0.02230600267648697
7218.87890625,0.023524556308984756
10631.12109375,0.028668221086263657
23251.15234375,0.04674520716071129
22246.15625,0.04747689142823219
75913.703125,0.08210749179124832
7170.36279296875,0.023395368829369545
15816.9619140625,0.035406842827796936
27001.45703125,0.047256629914045334
9847.3701171875,0.02645336650311947
31601.884765625,0.05327356234192848
31506.5546875,0.050495341420173645
31526.669921875,0.05900675430893898
27311.2265625,0.04844740405678749
23891.486328125,0.04485376551747322
7727.49560546875,0.02636076882481575
105906.5625,0.10123767703771591
28546.556640625,0.0507364496588707
24822.33203125,0.047115474939346313
19284.91015625,0.044599749147892
34575.69140625,0.0577523373067379
