Testing_MSE,Testing_MAPE
59602.96875,0.06023286283016205
16492.3125,0.02926318719983101
16021.5029296875,0.03299027308821678
23124.16015625,0.03931440785527229
26225.404296875,0.035183198750019073
39547.76171875,0.04533257707953453
22701.2890625,0.039568591862916946
28979.74609375,0.03214237093925476
26928.826171875,0.035960350185632706
12138.72265625,0.032325658947229385
15029.3466796875,0.038178637623786926
18829.982421875,0.0344056636095047
31890.310546875,0.04581783711910248
17461.3203125,0.03844250738620758
59296.24609375,0.06322849541902542
35417.71484375,0.04098392277956009
38863.8359375,0.044162318110466
101052.2109375,0.07915861904621124
10417.5390625,0.02294694259762764
39676.828125,0.04231584072113037
60381.9921875,0.05793633311986923
44349.390625,0.04815211147069931
47339.65625,0.056434549391269684
82929.6171875,0.07812997698783875
37311.05859375,0.04672761261463165
30059.97265625,0.04323665425181389
39376.52734375,0.050367116928100586
35680.9453125,0.0425063781440258
76785.46875,0.06112952157855034
58239.7734375,0.05827117711305618
20826.095703125,0.03518391773104668
39963.1640625,0.05385084077715874
20030.224609375,0.03811214119195938
33246.7890625,0.04734569415450096
46236.88671875,0.05720563977956772
25777.083984375,0.04148920625448227
31430.03515625,0.04397795721888542
53796.6015625,0.06083737313747406
19361.6484375,0.038177452981472015
28113.044921875,0.03837577998638153
28160.357421875,0.04063766449689865
47501.33984375,0.05447731912136078
13079.380859375,0.02533572167158127
99117.1796875,0.06632325053215027
114135.8046875,0.07233898341655731
69920.984375,0.0670541524887085
46947.77734375,0.055852606892585754
21438.9921875,0.03126358240842819
88896.90625,0.07492397725582123
53880.828125,0.05668731778860092
84336.1171875,0.06629567593336105
83998.546875,0.06816765666007996
45604.21484375,0.057679664343595505
15095.2451171875,0.03336809575557709
36499.890625,0.04678691551089287
27822.365234375,0.04927355796098709
40150.55859375,0.0480719618499279
51537.2421875,0.053031276911497116
66557.71875,0.05757322162389755
74487.9375,0.06472571194171906
45799.8984375,0.061394017189741135
19733.623046875,0.04019920527935028
31899.3671875,0.047620244324207306
42271.6328125,0.05674859136343002
24103.0625,0.04427821934223175
41534.25,0.049764394760131836
24103.66015625,0.041881874203681946
28487.765625,0.04415280371904373
38131.28515625,0.05857771262526512
28383.703125,0.0510205402970314
19430.150390625,0.04083918035030365
30356.55078125,0.04918307065963745
26642.60546875,0.04749090224504471
54474.734375,0.07160662114620209
80947.3046875,0.07132691144943237
55136.55859375,0.0656491219997406
56632.546875,0.06679929047822952
30889.630859375,0.05021275579929352
49244.7109375,0.06436565518379211
39054.984375,0.0575842410326004
132646.65625,0.10314252227544785
63851.3203125,0.06657609343528748
83139.78125,0.07919241487979889
66847.5625,0.069466233253479
91020.25,0.08237586915493011
109783.390625,0.09832965582609177
41907.6953125,0.06174091622233391
24804.0859375,0.05093944072723389
54963.5078125,0.06531742960214615
128881.65625,0.09704913944005966
162823.21875,0.11114450544118881
70694.9453125,0.07408159971237183
33353.578125,0.046879664063453674
52703.125,0.06723454594612122
33352.703125,0.06188191473484039
148765.625,0.11467784643173218
105216.078125,0.09694119542837143
57937.41796875,0.07323778420686722
47788.234375,0.059555213898420334
176626.421875,0.11203601211309433
72135.234375,0.0813777893781662
59401.4921875,0.07985441386699677
29761.13671875,0.05608193576335907
68976.734375,0.07758962363004684
94780.4921875,0.08680650591850281
251300.375,0.13635361194610596
192840.625,0.1174420565366745
80780.3125,0.08062410354614258
79867.40625,0.08576065301895142
65543.09375,0.07471708953380585
74539.234375,0.07820573449134827
137887.34375,0.09897219389677048
82533.5859375,0.07765381038188934
76729.5703125,0.08069279789924622
71141.0859375,0.08693056553602219
